id,str_exp,TextList,Segmened_text,vars
3649,|180-120.0|,"Angle($), Equals(MeasureOf(Angle(A,O,B)),120бу), Line(A,B), Point(C), Line(A,P), MeasureOf(Angle(B,P,C))",Angle $  Equals MeasureOf Angle AOB  120бу  Line AB  Point C  Line AP  MeasureOf Angle BPC  ,60
3652,(|((20.0+40.0)*2)-180|/2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,B,O)),20бу), Equals(MeasureOf(Angle(O,A,C)),40бу), MeasureOf(Angle(O,B,C))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle ABO  20бу  Equals MeasureOf Angle OAC  40бу  MeasureOf Angle OBC  ,30
3654,|(30.0*2)-180|,"IsDiameterOf(Line(A,B),Circle(O)), Circle($), Equals(MeasureOf(Angle(D)),30бу), MeasureOf(Angle(A,O,C))",IsDiameterOf Line AB Circle O   Circle $  Equals MeasureOf Angle D  30бу  MeasureOf Angle AOC  ,120
3656,(|(26.0*2)-180|/2),"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(MeasureOf(Angle(A)),26бу), MeasureOf(Angle(O,B,C))",InscribedIn Triangle ABC Circle O   Equals MeasureOf Angle A  26бу  MeasureOf Angle OBC  ,64
3657,((3.0*2)/2),"InscribedIn(Triangle(A,B,C),Circle($)), Equals(MeasureOf(Angle(B)),30бу), Equals(MeasureOf(Angle(C)),60бу), Equals(LengthOf(Line(A,C)),3), RadiusOf(Circle($))",InscribedIn Triangle ABC Circle $   Equals MeasureOf Angle B  30бу  Equals MeasureOf Angle C  60бу  Equals LengthOf Line AC  3  RadiusOf Circle $  ,3
3658,(120.0/2),"Triangle(A,B,C), Triangle($), Circle(O), Equals(MeasureOf(Angle(B,O,C)),120бу), MeasureOf(Angle(A))",Triangle ABC  Triangle $  Circle O  Equals MeasureOf Angle BOC  120бу  MeasureOf Angle A  ,60
3661,6,"Triangle(A,B,C), Triangle($), Circle(O), Equals(MeasureOf(Angle(A,C,B)),30бу), Equals(LengthOf(Line(A,B)),6), RadiusOf(Circle(O))",Triangle ABC  Triangle $  Circle O  Equals MeasureOf Angle ACB  30бу  Equals LengthOf Line AB  6  RadiusOf Circle O  ,6
3665,(20.0*2),"IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Line(C,D), Line(A,B),Circle($)), Equals(MeasureOf(Angle(C,A,B)),20бу), MeasureOf(Angle(B,O,D))",IsDiameterOf Line AB Circle O   IsChordOf Line CD  Line AB Circle $   Equals MeasureOf Angle CAB  20бу  MeasureOf Angle BOD  ,40
3666,(|180-115.0|*2),"Triangle(A,B,C), Triangle($), Circle(O), Equals(MeasureOf(Angle(A,D,C)),115бу), MeasureOf(Angle(A,O,C))",Triangle ABC  Triangle $  Circle O  Equals MeasureOf Angle ADC  115бу  MeasureOf Angle AOC  ,130
3670,(|180-100.0|/2),"InscribedIn(Triangle(A,B,C),Circle(O)), IsMidpointOf(Point(C),Line($)), Line(A,B), Circle(O), Equals(MeasureOf(Angle(A,C,B)),100бу), MeasureOf(Angle(A,D,C))",InscribedIn Triangle ABC Circle O   IsMidpointOf Point C Line $   Line AB  Circle O  Equals MeasureOf Angle ACB  100бу  MeasureOf Angle ADC  ,40
3671,|90-40.0|,"Triangle(A,B,C), Triangle($), Circle(O), IsDiameterOf(Line(A,B),Circle(O)), Point(D), Equals(MeasureOf(Angle(A,C,D)),40бу), MeasureOf(Angle(B,A,D))",Triangle ABC  Triangle $  Circle O  IsDiameterOf Line AB Circle O   Point D  Equals MeasureOf Angle ACD  40бу  MeasureOf Angle BAD  ,50
3672,|(160.0/2)-180|,"Triangle(A,B,C), Triangle($), Circle(O), Equals(MeasureOf(Angle(A,O,C)),160бу), MeasureOf(Angle(A,D,C))",Triangle ABC  Triangle $  Circle O  Equals MeasureOf Angle AOC  160бу  MeasureOf Angle ADC  ,100
3678,(|(38.0*2)-180|/2),"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(MeasureOf(Angle(O,C,A)),38бу), MeasureOf(Angle(A,B,C))",InscribedIn Triangle ABC Circle O   Equals MeasureOf Angle OCA  38бу  MeasureOf Angle ABC  ,52
3680,(40.0*2),"InscribedIn(Triangle(A,B,C),Circle(O)), Line(O,A), Line(O,B), Equals(MeasureOf(Angle(C)),40бу), MeasureOf(Angle(A,O,B))",InscribedIn Triangle ABC Circle O   Line OA  Line OB  Equals MeasureOf Angle C  40бу  MeasureOf Angle AOB  ,80
3683,((б╠((5.0*2)*(5.0*2)-8.0*8.0))/8.0*4.0),"Equals(RadiusOf(Circle(O)),5), Angle($), InscribedIn(LengthOf(Triangle(A,B,C)),Circle(O)), Equals(LengthOf(Line(A,B)),8), Line(B,D), Line(A,C), Circle(D), Equals(LengthOf(Line(C,D)),4), LengthOf(Line(B,D))",Equals RadiusOf Circle O  5  Angle $  InscribedIn LengthOf Triangle ABC  Circle O   Equals LengthOf Line AB  8  Line BD  Line AC  Circle D  Equals LengthOf Line CD  4  LengthOf Line BD  ,5.333333333
3685,(|(20.0*2)-180|/2),"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(MeasureOf(Angle(C)),20бу), MeasureOf(Angle(O,A,B))",InscribedIn Triangle ABC Circle O   Equals MeasureOf Angle C  20бу  MeasureOf Angle OAB  ,70
3686,|(б╠(|5.0-1.0|*|5.0-1.0|+3.0*3.0))-1.0|,"Point(A), Point(B), Point(P), Circle(D), Circle($), RadiusOf(Circle($)), Equals(MeasureOf(Angle(B,P,C)),90бу)",Point A  Point B  Point P  Circle D  Circle $  RadiusOf Circle $   Equals MeasureOf Angle BPC  90бу ,4
3687,|90-55.0|,"IsDiameterOf(Line(A,B),Circle(O)), Circle($), Line(A,C), Line(B,C), Line(A,D), Line(C,D), Equals(MeasureOf(Angle(C,A,B)),55бу), MeasureOf(Angle(A,D,C))",IsDiameterOf Line AB Circle O   Circle $  Line AC  Line BC  Line AD  Line CD  Equals MeasureOf Angle CAB  55бу  MeasureOf Angle ADC  ,35
3690,|(б╠((12.0/2)*(12.0/2)+8.0*8.0))-(б╠((12.0/2)*(12.0/2)+8.0*8.0))|,"Circle($), Line(B,C)",Circle $  Line BC ,4
3691,|(б╠((6.0/2)*(6.0/2)+4.0*4.0))-(б╠((6.0/2)*(6.0/2)+4.0*4.0))|,"Triangle(A,B,C), Line(A,B), Line(B,C), Equals(LengthOf(Line(A,B)),6), Equals(LengthOf(Line(B,C)),4), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(P,A,B)),MeasureOf(Angle(P,B,C))), Line(C,P)",Triangle ABC  Line AB  Line BC  Equals LengthOf Line AB  6  Equals LengthOf Line BC  4  LengthOf Triangle ABC   Equals MeasureOf Angle PAB  MeasureOf Angle PBC    Line CP ,2
3695,(|180-110.0|*2),"Circle(O), Point(A), Point(B), Point(C), Equals(MeasureOf(Angle(A,C,B)),110бу), Angle($)",Circle O  Point A  Point B  Point C  Equals MeasureOf Angle ACB  110бу  Angle $ ,140
3696,(40.0*2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A)),40бу), MeasureOf(Angle(B,O,C))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle A  40бу  MeasureOf Angle BOC  ,80
3699,(|(35.0*2)-180|/2),"InscribedIn(Triangle(A,B,C),Circle(O)), Line(O,A), Line(O,B), Equals(MeasureOf(Angle(C)),35бу), MeasureOf(Angle(O,B,A))",InscribedIn Triangle ABC Circle O   Line OA  Line OB  Equals MeasureOf Angle C  35бу  MeasureOf Angle OBA  ,55
3700,(50.0*2),"InscribedIn(LengthOf(Triangle(A,B,C)),Circle(O)), Equals(MeasureOf(Angle(B,A,C)),50бу), MeasureOf(Angle(B,O,C))",InscribedIn LengthOf Triangle ABC  Circle O   Equals MeasureOf Angle BAC  50бу  MeasureOf Angle BOC  ,100
3701,(58.0*2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),58бу), MeasureOf(Angle(B,O,C))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle A  58бу  MeasureOf Angle BOC  ,116
3702,2,"LengthOf(Triangle(A,B,C)), Triangle($), Circle(O), Equals(LengthOf(Line(A,B)),2), Equals(MeasureOf(Angle(C)),30бу), RadiusOf(Circle(O))",LengthOf Triangle ABC   Triangle $  Circle O  Equals LengthOf Line AB  2  Equals MeasureOf Angle C  30бу  RadiusOf Circle O  ,2
3705,|(|180-70.0|/2)-180|,"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(MeasureOf(Angle(B,A,C)),70бу), Circle(O), Circle($), Point(D), Line(A,C), MeasureOf(Angle(D))",LengthOf Triangle ABC   Equals LengthOf Line AB  Line AC   Equals MeasureOf Angle BAC  70бу  Circle O  Circle $  Point D  Line AC  MeasureOf Angle D  ,125
3706,(|(40.0*2)-180|/2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Line(A,O), Equals(MeasureOf(Angle(B)),40бу), MeasureOf(Angle(O,A,C))",Circle O  Circle $  LengthOf Triangle ABC   Line AO  Equals MeasureOf Angle B  40бу  MeasureOf Angle OAC  ,50
3708,(80.0/2),"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(MeasureOf(Angle(A,O,B)),80бу), MeasureOf(Angle(A,C,B))",InscribedIn Triangle ABC Circle O   Equals MeasureOf Angle AOB  80бу  MeasureOf Angle ACB  ,40
3709,(|(40.0*2)-180|/2),"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(MeasureOf(Angle(A)),40бу), MeasureOf(Angle(B,C,O))",InscribedIn Triangle ABC Circle O   Equals MeasureOf Angle A  40бу  MeasureOf Angle BCO  ,50
3710,(|(50.0*2)-180|/2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),50бу), MeasureOf(Angle(O,C,B))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle A  50бу  MeasureOf Angle OCB  ,40
3711,|90-30.0|,"Equals(Triangle(A,B,C),inscribedCircle(O), IsDiameterOf(Line(A,B),Circle(O)), Equals(MeasureOf(Angle(A)),30бу), MeasureOf(Angle(A,B,C))",Equals Triangle ABC inscribedCircle O  IsDiameterOf Line AB Circle O   Equals MeasureOf Angle A  30бу  MeasureOf Angle ABC  ,60
3714,(80.0/2),"Triangle(A,B,C), Triangle($), Circle(O), Equals(MeasureOf(Angle(B,O,C)),80бу), MeasureOf(Angle(A))",Triangle ABC  Triangle $  Circle O  Equals MeasureOf Angle BOC  80бу  MeasureOf Angle A  ,40
3715,((30.0/2)+90),"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Point(D), Circle(O), Equals(MeasureOf(Angle(A,O,D)),30бу), MeasureOf(Angle(B,C,D))",IsDiameterOf Line AB Circle O   Point C  Point D  Circle O  Equals MeasureOf Angle AOD  30бу  MeasureOf Angle BCD  ,105
3718,(б╠(2.0*2.0+2.0*2.0)),"Equals(Circle(O),circumCircle($), LengthOf(Triangle(A,B,P)), Equals(r,2), Equals(MeasureOf(Angle(A,P,B)),45бу), IsChordOf(Line(A,B),Circle($))",Equals Circle O circumCircle $  LengthOf Triangle ABP   Equals r2  Equals MeasureOf Angle APB  45бу  IsChordOf Line AB Circle $  ,2.828427125
3720,(120.0/2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(B,O,C)),120бу), MeasureOf(Angle(B,A,C))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle BOC  120бу  MeasureOf Angle BAC  ,60
3721,|(б╠(3.0*3.0+4.0*4.0))-4.0|,"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,C)),3), Equals(LengthOf(Line(B,C)),4б╠{2}), Equals(MeasureOf(Angle(A,C,B)),45бу), Parallel(Line(A,M),Line(B,C)), Point(P), Line(A,M), Circle($), Line(B,P), LengthOf(Triangle(A,P,C)), Triangle(A,P,C), Line(A,D)",LengthOf Triangle ABC   Equals LengthOf Line AC  3  Equals LengthOf Line BC  4б╠{2}  Equals MeasureOf Angle ACB  45бу  Parallel Line AM Line BC   Point P  Line AM  Circle $  Line BP  LengthOf Triangle APC   Triangle APC  Line AD ,1
3722,(||180-40.0|-40.0|/2),"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(MeasureOf(Angle(O,B,A)),40бу), MeasureOf(Angle(A,C,B))",InscribedIn Triangle ABC Circle O   Equals MeasureOf Angle OBA  40бу  MeasureOf Angle ACB  ,50
3723,||90-40.0|-180|,"InscribedIn(Triangle(A,B,C),Circle(O)), IsDiameterOf(Line(A,C),Circle(O)), Equals(MeasureOf(Angle(A,C,B)),40бу), Point(D), Line(B,C), Line(C,D), Line(B,D), MeasureOf(Angle(D))",InscribedIn Triangle ABC Circle O   IsDiameterOf Line AC Circle O   Equals MeasureOf Angle ACB  40бу  Point D  Line BC  Line CD  Line BD  MeasureOf Angle D  ,130
3724,(|(40.0*2)-180|/2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Line(O,A), Line(O,B), Equals(MeasureOf(Angle(C)),40бу), MeasureOf(Angle(O,A,B))",Circle O  Circle $  LengthOf Triangle ABC   Line OA  Line OB  Equals MeasureOf Angle C  40бу  MeasureOf Angle OAB  ,50
3725,(б╠((6.0/2)*(6.0/2)-6.0*6.0)),"Triangle(A,B,C), Triangle($), Circle(O), IsMidpointOf(Point(D),Line(A,B)), Equals(LengthOf(Line(O,A)),6), Equals(MeasureOf(Angle(A,C,B)),30бу), LengthOf(Line(O,D))",Triangle ABC  Triangle $  Circle O  IsMidpointOf Point D Line AB   Equals LengthOf Line OA  6  Equals MeasureOf Angle ACB  30бу  LengthOf Line OD  ,5.196152423
3726,|(120.0/2)-180|,"Circle(O), Equals(MeasureOf(Angle(A,O,B)),120бу), Line(A,B), MeasureOf(Angle(A,P,B))",Circle O  Equals MeasureOf Angle AOB  120бу  Line AB  MeasureOf Angle APB  ,120
3727,|90-65.0|,"Triangle(A,B,C), Triangle($), Circle(O), IsDiameterOf(Line(A,B),Circle(O)), Point(D), Equals(MeasureOf(Angle(A,D,C)),65бу), MeasureOf(Angle(B,A,C))",Triangle ABC  Triangle $  Circle O  IsDiameterOf Line AB Circle O   Point D  Equals MeasureOf Angle ADC  65бу  MeasureOf Angle BAC  ,25
3730,(б╠((10.0/2)*(10.0/2)-10.0*10.0)),"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(LengthOf(Line(A,B)),Line(B,C)), Equals(MeasureOf(Angle(A,B,C)),120бу), IsDiameterOf(Line(A,D),Circle(O)), Equals(LengthOf(Line(A,D)),10), LengthOf(Line(B,D))",InscribedIn Triangle ABC Circle O   Equals LengthOf Line AB  Line BC   Equals MeasureOf Angle ABC  120бу  IsDiameterOf Line AD Circle O   Equals LengthOf Line AD  10  LengthOf Line BD  ,8.660254038
3732,(|(40.0*2)-180|/2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(C)),40бу), MeasureOf(Angle(A,B,O))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle C  40бу  MeasureOf Angle ABO  ,50
3739,(((sin(60/180*pi))*1.0)*2),"Equals(RadiusOf(Circle(O)),1), LengthOf(Triangle(A,B,C)), Triangle($), Circle(O), Line(O,B), Line(O,C), MeasureOf(Angle(B,A,C)), MeasureOf(Angle(B,O,C)), Equals(SumOf(MeasureOf(Angle(B,A,C)),MeasureOf(Angle(B,A,C))),90), IsChordOf(Line(B,C),Circle($))",Equals RadiusOf Circle O  1  LengthOf Triangle ABC   Triangle $  Circle O  Line OB  Line OC  MeasureOf Angle BAC   MeasureOf Angle BOC   Equals SumOf MeasureOf Angle BAC  MeasureOf Angle BAC   90  IsChordOf Line BC Circle $  ,1.732050808
3741,(|(40.0*2)-180|/2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),40бу), MeasureOf(Angle(O,B,C))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle A  40бу  MeasureOf Angle OBC  ,50
3743,(((sin(60.0/180*pi))*4.0)*2),"Equals(Circle(O),circumCircle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,O,B)),60бу), Equals(LengthOf(Line(A,B)),4), Equals(LengthOf(Line(A,C)),4), IsChordOf(Line(B,C),Circle($))",Equals Circle O circumCircle $  LengthOf Triangle ABC   Equals MeasureOf Angle AOB  60бу  Equals LengthOf Line AB  4  Equals LengthOf Line AC  4  IsChordOf Line BC Circle $  ,6.92820323
3744,(((sin(30.0/180*pi))/4.0)/2),"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(MeasureOf(Angle(C)),30бу), Equals(LengthOf(Line(A,B)),4), RadiusOf(Circle(O))",InscribedIn Triangle ABC Circle O   Equals MeasureOf Angle C  30бу  Equals LengthOf Line AB  4  RadiusOf Circle O  ,4
3746,(((cos(30.0/180*pi))*5.0)*2),"Triangle(A,B,C), Triangle($), Circle(O), Equals(MeasureOf(Angle(C)),30бу), Equals(RadiusOf(Circle(O)),5), Point(P), LengthOf(Triangle(A,B,P)), Equals(LengthOf(Line(P,B)),Line(A,B)), LengthOf(Line(P,A))",Triangle ABC  Triangle $  Circle O  Equals MeasureOf Angle C  30бу  Equals RadiusOf Circle O  5  Point P  LengthOf Triangle ABP   Equals LengthOf Line PB  Line AB   LengthOf Line PA  ,8.660254038
3748,(70.0*2),"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(MeasureOf(Angle(A,B,C)),70бу), MeasureOf(Angle(A,O,C))",InscribedIn Triangle ABC Circle O   Equals MeasureOf Angle ABC  70бу  MeasureOf Angle AOC  ,140
3749,((1.0*1.0)*2),"InscribedIn(Triangle(A,B,C),Circle(O)), Line(O,C), Line(O,B), Line(O,D), Line(A,B), Line(A,C), Point(E), Equals(RadiusOf(Circle(O)),1), Line(A,E), Line(C,E)",InscribedIn Triangle ABC Circle O   Line OC  Line OB  Line OD  Line AB  Line AC  Point E  Equals RadiusOf Circle O  1  Line AE  Line CE ,2
3750,(|(40.0*2)-180|/2),"Equals(Circle(O),circumCircle($), LengthOf(Triangle(A,B,C)), Point(C), Point(O), SideOf(Regular(Polygon($))), IsChordOf(Line(A,B),Circle($)), Equals(MeasureOf(Angle(A,C,B)),40бу), MeasureOf(Angle(A,B,O))",Equals Circle O circumCircle $  LengthOf Triangle ABC   Point C  Point O  SideOf Regular Polygon $    IsChordOf Line AB Circle $   Equals MeasureOf Angle ACB  40бу  MeasureOf Angle ABO  ,50
3751,2,"Equals(Circle(O),circumCircle($), LengthOf(Triangle(A,B,C)), Equals(RadiusOf(Circle(O)),2), Equals(MeasureOf(Angle(A)),30бу), LengthOf(Line(B,C))",Equals Circle O circumCircle $  LengthOf Triangle ABC   Equals RadiusOf Circle O  2  Equals MeasureOf Angle A  30бу  LengthOf Line BC  ,2
3752,|90-40.0|,"InscribedIn(Triangle(A,B,C),Circle(O)), IsDiameterOf(Line(A,C),Circle(O)), Equals(MeasureOf(Angle(A,C,B)),40бу), Point(D), Triangle(B,A,C), Line(C,D), MeasureOf(Angle(D))",InscribedIn Triangle ABC Circle O   IsDiameterOf Line AC Circle O   Equals MeasureOf Angle ACB  40бу  Point D  Triangle BAC  Line CD  MeasureOf Angle D  ,50
3753,(50.0*2),"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(MeasureOf(Angle(A,C,B)),50бу), MeasureOf(Angle(A,O,B))",InscribedIn Triangle ABC Circle O   Equals MeasureOf Angle ACB  50бу  MeasureOf Angle AOB  ,100
3755,((б╠((5.0*2)*(5.0*2)-8.0*8.0))/(б╠((5.0*2)*(5.0*2)-8.0*8.0))*8.0),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Line(A,D), Line(B,C), Point(E), Line(C,D), Equals(RadiusOf(Circle(O)),5), Equals(LengthOf(Line(A,B)),8), Equals(LengthOf(Line(A,C)),8), LengthOf(Line(E,C))",Circle O  Circle $  LengthOf Triangle ABC   Line AD  Line BC  Point E  Line CD  Equals RadiusOf Circle O  5  Equals LengthOf Line AB  8  Equals LengthOf Line AC  8  LengthOf Line EC  ,4.8
3757,|||180-60|-180|-20.0|,"Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(D,A,C)),20бу), MeasureOf(Angle(A,C,D))",Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle DAC  20бу  MeasureOf Angle ACD  ,40
3758,((5.0*2)/6.0*8.0),"InscribedIn(Triangle(A,B,C),Circle(O)), Line(A,H), Line(B,C), Point(H), Equals(LengthOf(Line(A,C)),8), Equals(LengthOf(Line(A,H)),6), RadiusOf(Circle(O)), Equals(LengthOf(Line(O,C)),5), Line(A,B)",InscribedIn Triangle ABC Circle O   Line AH  Line BC  Point H  Equals LengthOf Line AC  8  Equals LengthOf Line AH  6  RadiusOf Circle O   Equals LengthOf Line OC  5  Line AB ,7.5
3759,|90-70.0|,"IsDiameterOf(Line(A,B),Circle(O)), Equals(MeasureOf(Angle(B,A,D)),70бу), MeasureOf(Angle(A,C,D))",IsDiameterOf Line AB Circle O   Equals MeasureOf Angle BAD  70бу  MeasureOf Angle ACD  ,20
3760,(((cos(30/180*pi))*2.0)*2),"Equals(RadiusOf(Circle(O)),2), LengthOf(Triangle(A,B,C)), Triangle($), Circle(O), Line(O,B), Line(O,C), MeasureOf(Angle(B,A,C)), MeasureOf(Angle(B,O,C)), Equals(SumOf(MeasureOf(Angle(B,A,C)),MeasureOf(Angle(B,A,C))),90), IsChordOf(Line(B,C),Circle($))",Equals RadiusOf Circle O  2  LengthOf Triangle ABC   Triangle $  Circle O  Line OB  Line OC  MeasureOf Angle BAC   MeasureOf Angle BOC   Equals SumOf MeasureOf Angle BAC  MeasureOf Angle BAC   90  IsChordOf Line BC Circle $  ,3.464101615
3761,(|(60.0*2)-180|/2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(B)),60бу), MeasureOf(Angle(C,A,O))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle B  60бу  MeasureOf Angle CAO  ,30
3766,(|(50.0*2)-180|/2),"InscribedIn(Triangle(A,B,C),Circle(O)), Line(O,D), Line(B,C), Circle(D), Equals(MeasureOf(Angle(A)),50бу), MeasureOf(Angle(O,C,D))",InscribedIn Triangle ABC Circle O   Line OD  Line BC  Circle D  Equals MeasureOf Angle A  50бу  MeasureOf Angle OCD  ,40
3767,(120.0/2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,O,B)),120бу), MeasureOf(Angle(A,C,B))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle AOB  120бу  MeasureOf Angle ACB  ,60
3770,(б╠((4.0/2)*(4.0/2)+(8.0/2)*(8.0/2))),"InscribedIn(Triangle(A,B,C),Circle(O)), Line(A,D), Line(B,C), Line(B,E), IntersectAt(Line(A,C),Line(A,D),Line(B,E),Point(M)), Equals(LengthOf(Line(A,C)),8), Equals(LengthOf(Line(B,M)),4), RadiusOf(Circle(O))",InscribedIn Triangle ABC Circle O   Line AD  Line BC  Line BE  IntersectAt Line AC Line AD Line BE Point M   Equals LengthOf Line AC  8  Equals LengthOf Line BM  4  RadiusOf Circle O  ,4.472135955
3771,(б╠((5.0*2)*(5.0*2)-6.0*6.0)),"Equals(Circle(O),circumCircle($), LengthOf(Triangle(A,B,C)), IsDiameterOf(Line(A,B),Circle(O)), Equals(LengthOf(Line(O,C)),5), Equals(LengthOf(Line(A,C)),6), LengthOf(Line(B,C))",Equals Circle O circumCircle $  LengthOf Triangle ABC   IsDiameterOf Line AB Circle O   Equals LengthOf Line OC  5  Equals LengthOf Line AC  6  LengthOf Line BC  ,8
3772,(50.0/2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A,O,B)),50бу), MeasureOf(Angle(C))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle AOB  50бу  MeasureOf Angle C  ,25
3775,(б╠(|(6.0/2)-2.0|*|(6.0/2)-2.0|+|(6.0/2)-2.0|*|(6.0/2)-2.0|)),"Circle(O), Point(B), Point(C), Circle($), Angle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(B,A,C)),90бу), Equals(LengthOf(Line(O,A)),2), Equals(LengthOf(Line(B,C)),6), RadiusOf(Circle(O))",Circle O  Point B  Point C  Circle $  Angle $  LengthOf Triangle ABC   Equals MeasureOf Angle BAC  90бу  Equals LengthOf Line OA  2  Equals LengthOf Line BC  6  RadiusOf Circle O  ,3.16227766
3777,((sin(45.0/180*pi))/10.0),"Equals(MeasureOf(Angle(X,O,Y)),45бу), Triangle($), Triangle(A,B,C), Line(O,X), Line(O,Y), Equals(LengthOf(Line(A,B)),10), Point(O)",Equals MeasureOf Angle XOY  45бу  Triangle $  Triangle ABC  Line OX  Line OY  Equals LengthOf Line AB  10  Point O ,14.14213562
3780,(70.0*2),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),70бу), MeasureOf(Angle(B,O,C))",LengthOf Triangle ABC   Equals MeasureOf Angle A  70бу  MeasureOf Angle BOC  ,140
3782,(75.0*2),"IsCentroidOf(Point(P),Shape($)), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),75бу), MeasureOf(Angle(B,P,C))",IsCentroidOf Point P Shape $   Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle A  75бу  MeasureOf Angle BPC  ,150
3783,(50.0*2),"Point(O), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),50бу), MeasureOf(Angle(B,O,C))",Point O  LengthOf Triangle ABC   Equals MeasureOf Angle A  50бу  MeasureOf Angle BOC  ,100
3784,(|(28.0*2)-180|/2),"InscribedIn(LengthOf(Triangle(A,B,C)),Circle(O)), Equals(MeasureOf(Angle(O,A,B)),28бу), MeasureOf(Angle(C))",InscribedIn LengthOf Triangle ABC  Circle O   Equals MeasureOf Angle OAB  28бу  MeasureOf Angle C  ,62
3786,(80.0*2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(A)),80бу), MeasureOf(Angle(B,O,C))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle A  80бу  MeasureOf Angle BOC  ,160
3789,(||180-70.0|-45.0|*2),"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(B,A,C)),70бу), Equals(MeasureOf(Angle(A,B,C)),45бу), IsCentroidOf(Point(O),Shape($)), Circle($), MeasureOf(Angle(A,O,B))",LengthOf Triangle ABC   Equals MeasureOf Angle BAC  70бу  Equals MeasureOf Angle ABC  45бу  IsCentroidOf Point O Shape $   Circle $  MeasureOf Angle AOB  ,130
